State,City,Locality,Property_Type,BHK,Size_in_SqFt,Furnished_Status,Floor_No,Total_Floors,Security,Amenities,Facing,Owner_Type,Availability_Status,Year_Built,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Price_in_Lakhs
Karnataka,New Delhi,Locality_41,Builder Floor,4,,Fully Furnished,8.0,41,No,Luxury,East,Agent,Under Construction,1990,1,0,6,2,524.9343717897876
Karnataka,New Delhi,Locality_48,Independent House,1,593.0,Semi-Furnished,8.0,29,,Premium,North-East,Owner,Under Construction,2010,7,3,7,0,139.509690910616
Delhi,Gurgaon,Locality_19,Builder Floor,5,3487.0,Fully Furnished,35.0,36,Yes,Luxury,East,Agent,Under Construction,2002,7,4,9,3,968.9354068505826
Telangana,Hyderabad,Locality_48,Independent House,5,2275.0,Unfurnished,39.0,39,Yes,Premium,South,Builder,Under Construction,2015,4,0,5,1,391.75631735634204
Delhi,Chennai,Locality_39,Apartment,1,,Fully Furnished,28.0,33,Yes,Basic,West,Builder,Under Construction,1998,8,2,4,3,311.807853145472
Tamil Nadu,New Delhi,Locality_46,Independent House,1,935.0,Unfurnished,4.0,28,No,Premium,South,Owner,Under Construction,2012,5,4,1,2,178.75660505002827
Tamil Nadu,Pune,Locality_28,Builder Floor,1,,Fully Furnished,16.0,43,No,Luxury,East,Owner,Under Construction,1990,4,0,6,1,1079.0688922159711
Karnataka,Gurgaon,Locality_46,Builder Floor,5,3644.0,Fully Furnished,13.0,34,Yes,Premium,South,Owner,Ready to Move,1991,2,4,8,2,863.7820023113702
Haryana,New Delhi,Locality_27,Apartment,2,4087.0,Unfurnished,20.0,36,,Luxury,North,Agent,Under Construction,2017,6,2,4,3,1192.1809178696126
Telangana,Hyderabad,Locality_4,Builder Floor,1,576.0,Unfurnished,5.0,35,No,Luxury,South,Builder,Ready to Move,2020,8,3,1,3,107.52898619616889
Karnataka,Chennai,Locality_15,Independent House,4,1315.0,Unfurnished,37.0,46,No,Basic,North,Builder,Under Construction,1994,3,4,5,1,196.4356596675542
Haryana,Gurgaon,Locality_35,Apartment,5,1267.0,Unfurnished,20.0,44,No,Basic,South,Builder,Ready to Move,2014,6,3,5,2,255.50564485522432
Haryana,Bangalore,Locality_37,Independent House,3,4185.0,Semi-Furnished,24.0,37,,Luxury,North,Owner,Under Construction,1997,2,2,2,1,1352.8604115212586
Tamil Nadu,Chennai,Locality_1,Builder Floor,3,605.0,Unfurnished,36.0,45,No,Premium,North,Owner,Ready to Move,2023,1,2,6,1,100.22171301355417
Maharashtra,Pune,Locality_3,Apartment,4,4416.0,Fully Furnished,34.0,40,No,Basic,South,Agent,Under Construction,2021,0,4,9,2,809.3434231874821
Maharashtra,New Delhi,Locality_47,Independent House,2,3373.0,Fully Furnished,34.0,38,No,Basic,North-East,Owner,Under Construction,2000,5,4,6,1,565.7693800599906
Delhi,Hyderabad,Locality_24,Builder Floor,1,3846.0,Semi-Furnished,19.0,35,Yes,Luxury,West,Builder,Under Construction,2014,4,2,8,0,788.1842053542185
Tamil Nadu,Bangalore,Locality_27,Builder Floor,5,3648.0,Unfurnished,17.0,43,No,Premium,West,Agent,Ready to Move,1992,1,4,3,1,814.8241958125668
Haryana,Hyderabad,Locality_40,Villa,1,3648.0,Fully Furnished,5.0,17,Yes,Basic,West,Owner,Under Construction,2021,2,4,2,3,472.360698439249
Telangana,Bangalore,Locality_36,Builder Floor,5,1965.0,Semi-Furnished,25.0,34,Yes,Basic,North,Owner,Ready to Move,2024,8,4,4,2,413.72223000305445
Maharashtra,Gurgaon,Locality_34,Independent House,3,3087.0,Fully Furnished,,27,No,Premium,West,Builder,Ready to Move,2021,2,4,9,3,620.2330892980245
Haryana,Bangalore,Locality_29,Apartment,1,744.0,Semi-Furnished,8.0,22,No,,North,Agent,Ready to Move,2023,6,0,9,0,92.8042316395115
Maharashtra,Pune,Locality_24,Villa,4,3125.0,Semi-Furnished,27.0,36,Yes,Premium,North-East,Owner,Ready to Move,1994,0,2,3,0,738.548562876215
Maharashtra,Pune,Locality_24,Builder Floor,2,4349.0,Unfurnished,15.0,37,Yes,Luxury,South,Owner,Ready to Move,2017,6,2,1,1,798.7358629577246
Maharashtra,Mumbai,Locality_42,Builder Floor,4,1905.0,Semi-Furnished,13.0,40,Yes,Basic,South,Agent,Under Construction,2017,8,1,1,3,519.4155931421761
Telangana,Pune,Locality_4,Builder Floor,2,1481.0,Fully Furnished,16.0,32,Yes,Luxury,North,Agent,Ready to Move,1997,7,3,4,1,339.43332305092173
Tamil Nadu,Chennai,Locality_3,Independent House,1,4308.0,Fully Furnished,22.0,30,No,,North,Owner,Ready to Move,2016,6,1,4,1,585.9185870817882
Telangana,Bangalore,Locality_34,Villa,1,641.0,Unfurnished,20.0,20,Yes,Luxury,North-East,Owner,Ready to Move,2005,9,4,6,3,129.4367325279873
Karnataka,Pune,Locality_49,Independent House,2,1392.0,Unfurnished,13.0,22,No,Luxury,West,Builder,Ready to Move,2007,7,4,5,0,261.9849245681034
Haryana,Gurgaon,Locality_23,Villa,3,2899.0,Semi-Furnished,20.0,29,No,Luxury,North-East,Agent,Under Construction,2014,3,0,6,0,876.8992571811392
Tamil Nadu,Hyderabad,Locality_23,Apartment,5,3460.0,Unfurnished,2.0,46,Yes,Premium,South,Owner,Under Construction,1990,1,0,7,0,697.9379362084164
Tamil Nadu,Hyderabad,Locality_45,Independent House,4,2699.0,Fully Furnished,,36,No,Premium,South,Owner,Under Construction,1997,8,0,7,2,573.7780259848764
Tamil Nadu,Mumbai,Locality_5,Independent House,4,1969.0,Fully Furnished,19.0,27,Yes,Premium,West,Owner,Ready to Move,2010,2,0,9,2,628.7701667861095
Tamil Nadu,Hyderabad,Locality_31,Apartment,4,3200.0,Unfurnished,37.0,39,Yes,Premium,South,Owner,Ready to Move,2023,3,0,6,1,666.8825799419918
Telangana,Bangalore,Locality_41,Villa,1,3505.0,Unfurnished,6.0,15,Yes,Premium,North,Builder,Ready to Move,2013,6,0,8,2,526.5770873856213
Tamil Nadu,Mumbai,Locality_6,Builder Floor,4,3874.0,Unfurnished,14.0,16,No,Basic,South,Agent,Under Construction,2015,1,0,2,2,1043.0206871201485
Delhi,Bangalore,Locality_37,Apartment,5,1155.0,Semi-Furnished,4.0,42,No,Basic,East,Owner,Ready to Move,2003,7,0,8,3,216.71441210044182
Haryana,Gurgaon,Locality_10,Builder Floor,5,3268.0,Semi-Furnished,22.0,32,Yes,Basic,West,Agent,Under Construction,2018,9,0,9,1,662.6049949051148
Tamil Nadu,Mumbai,Locality_40,Builder Floor,2,542.0,Fully Furnished,39.0,49,No,Luxury,West,Agent,Ready to Move,2019,7,2,4,1,191.10200124812837
Haryana,New Delhi,Locality_7,Apartment,1,2811.0,Semi-Furnished,36.0,39,No,Luxury,West,Owner,Ready to Move,1992,4,0,5,3,829.2071089903297
Delhi,Chennai,Locality_39,Villa,5,2160.0,Semi-Furnished,34.0,40,No,Premium,East,Owner,Under Construction,1996,8,3,5,0,405.7375312029026
Delhi,Chennai,Locality_38,Builder Floor,3,2724.0,Semi-Furnished,27.0,36,No,Premium,North-East,Owner,Ready to Move,2000,7,0,2,3,521.6756172616057
Haryana,Bangalore,Locality_21,Apartment,1,2610.0,Semi-Furnished,7.0,12,No,Basic,North,Builder,Under Construction,2021,0,4,5,0,392.8954939244503
Maharashtra,Hyderabad,Locality_20,Independent House,1,,Fully Furnished,3.0,44,Yes,Premium,West,Owner,Ready to Move,2001,8,4,9,1,241.82126495119346
Karnataka,New Delhi,Locality_3,Independent House,5,1060.0,Unfurnished,33.0,47,No,Luxury,South,Agent,Under Construction,2004,4,0,4,1,309.0813117853404
Maharashtra,Mumbai,Locality_22,Independent House,3,1830.0,Fully Furnished,2.0,28,No,,North,Agent,Ready to Move,2013,8,0,3,2,428.253244427681
Maharashtra,New Delhi,Locality_47,Apartment,2,1812.0,Semi-Furnished,16.0,18,Yes,Basic,South,Builder,Ready to Move,1990,8,4,7,2,386.3615596622622
Telangana,New Delhi,Locality_4,Independent House,5,2321.0,Unfurnished,25.0,43,No,Premium,North,Owner,Ready to Move,2007,9,3,8,3,701.626985417572
Maharashtra,Hyderabad,Locality_28,Builder Floor,3,3502.0,Unfurnished,15.0,43,No,,North,Owner,Ready to Move,1996,9,1,6,2,768.9129100422701
Tamil Nadu,Mumbai,Locality_12,Independent House,1,3903.0,Unfurnished,24.0,25,No,Basic,South,Builder,Ready to Move,1991,2,2,6,1,808.0268553753623
Telangana,Gurgaon,Locality_38,Independent House,3,3151.0,Fully Furnished,15.0,40,Yes,Premium,South,Builder,Under Construction,2020,7,4,5,1,864.2116704318737
Telangana,Hyderabad,Locality_36,Builder Floor,1,2314.0,Unfurnished,31.0,35,No,Luxury,North,Owner,Under Construction,2022,6,0,6,0,446.12066134828206
Delhi,New Delhi,Locality_47,Independent House,5,2241.0,Fully Furnished,14.0,14,No,Basic,West,Owner,Ready to Move,2019,6,2,9,2,569.5674218337305
Maharashtra,New Delhi,Locality_41,Builder Floor,5,4308.0,Fully Furnished,14.0,23,Yes,Basic,South,Agent,Under Construction,2020,9,0,2,0,1141.2288527783453
Delhi,Gurgaon,Locality_5,Independent House,4,3377.0,Semi-Furnished,6.0,49,Yes,Luxury,East,Owner,Under Construction,2023,1,1,3,1,1219.7528434911574
Haryana,New Delhi,Locality_13,Builder Floor,4,,Semi-Furnished,14.0,19,,Premium,East,Owner,Under Construction,1996,1,1,1,2,916.8671278189084
Karnataka,New Delhi,Locality_23,Independent House,4,4583.0,Unfurnished,17.0,20,Yes,Premium,North,Agent,Under Construction,2014,1,4,4,0,1289.4400535510572
Telangana,New Delhi,Locality_50,Builder Floor,5,1245.0,Unfurnished,18.0,26,Yes,Premium,North-East,Agent,Ready to Move,2005,1,2,2,1,370.60402517255017
Haryana,Chennai,Locality_30,Apartment,2,1057.0,Semi-Furnished,20.0,33,Yes,Basic,North,Agent,Under Construction,2011,3,2,6,0,119.14509562262991
Haryana,Hyderabad,Locality_37,Builder Floor,5,3801.0,Fully Furnished,,22,No,Basic,North,Agent,Under Construction,2016,6,1,1,2,632.2618379770848
Tamil Nadu,Pune,Locality_25,Independent House,3,1441.0,Fully Furnished,16.0,33,No,Premium,West,Builder,Ready to Move,2006,1,0,8,0,223.3088052055669
Karnataka,Hyderabad,Locality_48,Independent House,5,4523.0,Semi-Furnished,39.0,45,Yes,Basic,West,Agent,Ready to Move,1993,4,4,6,0,652.2497661121718
Haryana,Gurgaon,Locality_27,Villa,5,2796.0,Fully Furnished,32.0,34,Yes,Basic,North-East,Builder,Ready to Move,2024,6,3,9,1,733.0180299338911
Haryana,New Delhi,Locality_14,Builder Floor,1,1439.0,Semi-Furnished,9.0,14,Yes,Luxury,North-East,Agent,Ready to Move,2011,8,1,6,2,322.0368030780841
Karnataka,Hyderabad,Locality_48,Apartment,1,2110.0,Semi-Furnished,27.0,31,Yes,Premium,North-East,Agent,Ready to Move,2024,7,1,7,3,316.0430978466649
Karnataka,Chennai,Locality_47,Builder Floor,1,2225.0,Unfurnished,33.0,45,No,Premium,North-East,Agent,Ready to Move,2004,8,4,5,3,300.25876338179296
Haryana,Gurgaon,Locality_36,Builder Floor,5,1484.0,Unfurnished,10.0,19,Yes,Premium,North-East,Owner,Ready to Move,2010,6,0,8,0,409.54517173133564
Karnataka,Bangalore,Locality_39,Apartment,2,2087.0,Semi-Furnished,17.0,48,No,Basic,North,Builder,Ready to Move,2002,2,2,8,1,313.44699342419665
Haryana,Hyderabad,Locality_16,Builder Floor,3,4521.0,Unfurnished,36.0,36,Yes,Basic,North,Agent,Under Construction,2000,0,1,9,2,632.1194602349885
Haryana,Bangalore,Locality_22,Apartment,3,1836.0,Semi-Furnished,17.0,25,No,Basic,East,Owner,Ready to Move,2016,9,4,6,1,383.250080541343
Tamil Nadu,New Delhi,Locality_21,Apartment,2,3637.0,Fully Furnished,18.0,45,No,Premium,East,Builder,Under Construction,2020,6,4,1,2,796.4744738300005
Maharashtra,Chennai,Locality_21,Builder Floor,2,1161.0,Fully Furnished,23.0,49,Yes,Basic,South,Builder,Ready to Move,2021,5,4,9,1,144.24267892420775
Haryana,Chennai,Locality_8,Builder Floor,3,532.0,Fully Furnished,34.0,39,No,Premium,North,Owner,Ready to Move,2019,1,2,3,3,89.32362191928917
Delhi,Hyderabad,Locality_49,Independent House,4,,Fully Furnished,8.0,42,No,Basic,North-East,Builder,Under Construction,2007,0,1,9,3,506.43386593013065
Telangana,Gurgaon,Locality_16,Independent House,1,1656.0,Semi-Furnished,13.0,40,No,Premium,South,Owner,Ready to Move,2005,9,4,7,3,313.11297647925124
Maharashtra,Gurgaon,Locality_31,Villa,1,3626.0,Fully Furnished,23.0,29,Yes,Luxury,West,Agent,Ready to Move,2024,3,2,3,1,720.4250105689953
Maharashtra,Chennai,Locality_42,Villa,3,560.0,Fully Furnished,20.0,28,No,Basic,North,Owner,Under Construction,1998,3,0,9,1,80.18881735341122
Maharashtra,Gurgaon,Locality_10,Builder Floor,2,4428.0,Fully Furnished,22.0,27,No,Premium,East,Builder,Under Construction,1999,5,3,7,0,1089.5630197088904
Tamil Nadu,Chennai,Locality_32,Apartment,4,2043.0,Fully Furnished,,32,Yes,Luxury,North,Builder,Under Construction,2001,4,1,7,3,481.7630064661271
Haryana,Hyderabad,Locality_34,Villa,3,771.0,Semi-Furnished,35.0,45,Yes,Luxury,North,Agent,Under Construction,1997,8,2,7,0,172.50571444364894
Tamil Nadu,Pune,Locality_9,Builder Floor,1,4576.0,Fully Furnished,3.0,31,,Basic,North,Owner,Under Construction,1992,7,3,2,1,490.6101017075117
Haryana,Chennai,Locality_17,Villa,5,3888.0,Unfurnished,34.0,40,No,Premium,North,Agent,Under Construction,2008,8,3,4,2,880.5293040211511
Tamil Nadu,Bangalore,Locality_11,Apartment,2,3252.0,Unfurnished,33.0,38,Yes,Basic,West,Owner,Ready to Move,2000,9,2,8,3,521.2053204090728
Tamil Nadu,Gurgaon,Locality_32,Builder Floor,5,3209.0,Unfurnished,17.0,38,Yes,Luxury,East,Owner,Ready to Move,1997,6,2,2,3,1288.7508040290343
Telangana,Chennai,Locality_10,Apartment,3,1654.0,Unfurnished,19.0,19,No,Basic,North,Owner,Ready to Move,2015,8,2,4,3,200.61468405281448
Delhi,Chennai,Locality_22,Builder Floor,1,4905.0,Unfurnished,30.0,39,No,Premium,West,Agent,Ready to Move,2012,2,4,8,3,838.8851937501421
Tamil Nadu,Hyderabad,Locality_17,Villa,4,4353.0,Unfurnished,23.0,31,Yes,Luxury,South,Agent,Ready to Move,1999,8,0,3,3,1059.557112332058
Telangana,Gurgaon,Locality_4,Independent House,5,2245.0,Semi-Furnished,15.0,38,Yes,Basic,North,Builder,Under Construction,2007,1,4,6,1,414.6753576737146
Karnataka,Pune,Locality_48,Villa,4,3932.0,Unfurnished,14.0,44,No,Basic,West,Agent,Under Construction,2001,8,3,2,3,785.2132360164305
Delhi,Hyderabad,Locality_47,Villa,1,837.0,Fully Furnished,2.0,29,No,Basic,North-East,Owner,Ready to Move,2015,5,3,8,3,81.58360908901919
Tamil Nadu,Pune,Locality_25,Independent House,5,509.0,Unfurnished,39.0,47,Yes,Basic,South,Owner,Under Construction,2000,3,3,8,0,100.07469978218742
Maharashtra,Hyderabad,Locality_21,Independent House,4,4644.0,Semi-Furnished,18.0,38,No,Basic,East,Owner,Ready to Move,1999,1,2,1,2,826.6089881473615
Karnataka,Gurgaon,Locality_37,Builder Floor,4,1230.0,Unfurnished,6.0,30,No,Luxury,North,Agent,Under Construction,1992,9,1,3,3,337.20727467458977
Karnataka,Mumbai,Locality_38,Builder Floor,5,2148.0,Fully Furnished,32.0,35,No,Luxury,North,Builder,Ready to Move,1996,2,4,2,0,815.4320617902607
Telangana,Gurgaon,Locality_49,Apartment,1,4728.0,Fully Furnished,21.0,22,No,Premium,West,Agent,Ready to Move,1993,4,1,7,1,959.0717919077644
Karnataka,Gurgaon,Locality_1,Apartment,4,4154.0,Semi-Furnished,28.0,34,Yes,,East,Builder,Ready to Move,1997,8,0,7,0,935.0819329655978
Delhi,Pune,Locality_25,Villa,3,2630.0,Semi-Furnished,27.0,33,Yes,Premium,North-East,Agent,Under Construction,2002,6,0,4,3,565.5711508986078
Tamil Nadu,Pune,Locality_36,Independent House,5,4971.0,Semi-Furnished,2.0,25,No,Luxury,South,Owner,Under Construction,2001,2,4,8,0,1482.3303815594943
Tamil Nadu,Gurgaon,Locality_17,Apartment,2,2896.0,Semi-Furnished,33.0,33,No,Basic,East,Builder,Ready to Move,2024,3,3,3,0,492.7829034599744
Maharashtra,Gurgaon,Locality_41,Villa,2,4866.0,Unfurnished,16.0,29,No,Premium,North,Agent,Under Construction,1991,1,0,9,1,1186.3142153988995
Telangana,Gurgaon,Locality_24,Independent House,1,2006.0,Unfurnished,39.0,42,No,,West,Owner,Ready to Move,2004,7,1,5,0,392.6966935650362
Maharashtra,Pune,Locality_2,Builder Floor,3,2658.0,Fully Furnished,22.0,48,Yes,Basic,North-East,Builder,Ready to Move,2023,5,1,2,1,369.3661464317928
Karnataka,Gurgaon,Locality_40,Villa,4,3416.0,Semi-Furnished,13.0,29,No,Premium,West,Builder,Under Construction,2015,2,2,9,1,714.1791431618254
Maharashtra,Gurgaon,Locality_15,Builder Floor,2,4671.0,Semi-Furnished,2.0,13,No,Luxury,South,Owner,Ready to Move,1994,4,3,1,0,1224.1520029332644
Delhi,New Delhi,Locality_32,Apartment,1,3729.0,Unfurnished,14.0,43,Yes,Premium,East,Owner,Ready to Move,2014,4,2,8,3,907.7147735595631
Tamil Nadu,Mumbai,Locality_39,Apartment,3,4103.0,Semi-Furnished,38.0,48,Yes,Premium,West,Agent,Ready to Move,2023,0,4,6,2,990.9596037204118
Karnataka,Bangalore,Locality_6,Independent House,3,,Fully Furnished,28.0,30,No,,West,Agent,Under Construction,1993,4,0,1,0,546.0558121158446
Maharashtra,Mumbai,Locality_1,Villa,1,4924.0,Fully Furnished,7.0,41,Yes,Basic,North,Owner,Ready to Move,2023,5,2,4,0,1166.9056287670492
Telangana,New Delhi,Locality_47,Builder Floor,1,4636.0,Semi-Furnished,18.0,20,Yes,Luxury,West,Agent,Ready to Move,2016,9,2,3,0,1005.5606185547277
Delhi,Bangalore,Locality_23,Independent House,4,3469.0,Fully Furnished,36.0,41,No,Luxury,North-East,Owner,Ready to Move,2018,9,4,7,2,1017.9508168423894
Delhi,Hyderabad,Locality_39,Apartment,1,3189.0,Fully Furnished,36.0,36,No,Basic,East,Owner,Ready to Move,1994,1,1,7,2,359.4578867838029
Maharashtra,Gurgaon,Locality_17,Apartment,4,2826.0,Unfurnished,4.0,28,Yes,Luxury,South,Agent,Under Construction,2007,2,1,6,1,852.3319480245216
Tamil Nadu,New Delhi,Locality_34,Villa,4,3310.0,Fully Furnished,30.0,30,No,Premium,West,Agent,Ready to Move,1993,9,4,8,2,872.5152339742306
Maharashtra,Hyderabad,Locality_41,Builder Floor,5,3016.0,Semi-Furnished,24.0,24,Yes,Luxury,North-East,Builder,Ready to Move,1990,4,1,7,2,818.0317661330221
Karnataka,Gurgaon,Locality_29,Villa,3,,Semi-Furnished,,27,Yes,Basic,South,Builder,Under Construction,2009,2,4,4,0,802.6239874608339
Maharashtra,Pune,Locality_9,Builder Floor,3,512.0,Fully Furnished,31.0,40,Yes,Luxury,North-East,Agent,Under Construction,1995,4,1,7,1,141.9102319908304
Delhi,Chennai,Locality_13,Builder Floor,3,3470.0,Semi-Furnished,24.0,43,No,Basic,West,Agent,Under Construction,2009,4,4,1,3,463.0164487154598
Maharashtra,New Delhi,Locality_6,Villa,5,4121.0,Unfurnished,7.0,33,No,Premium,West,Agent,Under Construction,2009,7,1,3,1,1206.5516149145915
Tamil Nadu,Pune,Locality_6,Independent House,4,4183.0,Fully Furnished,26.0,35,Yes,Basic,East,Builder,Under Construction,2016,9,2,2,2,790.819898056988
Telangana,New Delhi,Locality_20,Villa,4,3973.0,Fully Furnished,13.0,23,,Luxury,North,Agent,Under Construction,2015,8,2,7,2,1267.128831456216
Haryana,New Delhi,Locality_3,Villa,1,3622.0,Fully Furnished,8.0,24,No,Premium,North-East,Builder,Ready to Move,2021,7,1,9,0,754.3484217656821
Maharashtra,Pune,Locality_17,Apartment,5,3964.0,Semi-Furnished,5.0,27,Yes,Luxury,North,Builder,Ready to Move,1999,2,4,5,3,1149.4698256991774
Tamil Nadu,Bangalore,Locality_49,Apartment,1,1152.0,Semi-Furnished,13.0,47,Yes,Basic,North,Builder,Under Construction,2007,0,2,9,3,203.00756413366113
Tamil Nadu,Mumbai,Locality_12,Villa,5,1120.0,Fully Furnished,29.0,31,No,Premium,South,Builder,Ready to Move,2001,2,0,8,3,350.6409967949596
Telangana,Gurgaon,Locality_48,Villa,1,4290.0,Semi-Furnished,20.0,34,No,Basic,South,Owner,Under Construction,1999,0,1,1,2,716.896456683628
Delhi,New Delhi,Locality_47,Apartment,2,,Semi-Furnished,14.0,25,No,Luxury,North-East,Agent,Ready to Move,2013,8,0,2,2,735.1646171845074
Tamil Nadu,Gurgaon,Locality_45,Builder Floor,3,2743.0,Fully Furnished,32.0,48,No,Basic,North,Agent,Under Construction,2013,2,0,6,1,436.99444707520934
Tamil Nadu,Chennai,Locality_1,Villa,3,3991.0,Fully Furnished,27.0,39,Yes,Luxury,East,Owner,Under Construction,2014,7,3,5,2,838.3415733425513
Tamil Nadu,Pune,Locality_17,Independent House,4,4211.0,Semi-Furnished,25.0,29,No,Luxury,North,Agent,Ready to Move,1997,5,0,7,3,1118.89205317059
Tamil Nadu,Gurgaon,Locality_3,Independent House,2,4188.0,Fully Furnished,,26,No,Premium,South,Builder,Under Construction,2003,2,0,9,3,726.7358182121436
Karnataka,Pune,Locality_26,Independent House,3,1879.0,Fully Furnished,21.0,30,Yes,Premium,North,Owner,Ready to Move,2020,8,3,4,3,365.36661431287376
Karnataka,Gurgaon,Locality_15,Villa,4,4743.0,Fully Furnished,18.0,27,Yes,Basic,West,Builder,Under Construction,2013,7,3,8,0,819.2147363371988
Delhi,Mumbai,Locality_36,Builder Floor,2,2545.0,Fully Furnished,,44,Yes,Luxury,West,Owner,Under Construction,2005,2,3,4,1,942.5142010832635
Maharashtra,Mumbai,Locality_32,Builder Floor,3,3548.0,Semi-Furnished,15.0,34,No,Luxury,East,Builder,Ready to Move,2009,6,4,3,1,1398.3196219477604
Tamil Nadu,Mumbai,Locality_32,Apartment,1,1888.0,Fully Furnished,38.0,38,Yes,Premium,North-East,Agent,Under Construction,2004,4,3,2,2,364.6587572441273
Telangana,Mumbai,Locality_4,Villa,5,901.0,Unfurnished,,27,No,Premium,North,Agent,Ready to Move,2003,1,4,8,0,239.23802642595498
Maharashtra,Mumbai,Locality_18,Builder Floor,2,3153.0,Fully Furnished,8.0,8,Yes,Premium,West,Agent,Ready to Move,2001,7,1,8,1,900.1647652138398
Telangana,Mumbai,Locality_49,Villa,4,4824.0,Unfurnished,28.0,31,No,Premium,North-East,Owner,Ready to Move,2023,0,4,3,0,1382.655604595058
Maharashtra,Pune,Locality_19,Apartment,2,4423.0,Fully Furnished,,27,Yes,Basic,West,Agent,Ready to Move,1997,3,1,1,0,656.0259298589497
Delhi,New Delhi,Locality_43,Apartment,4,767.0,Unfurnished,16.0,37,No,Basic,North-East,Owner,Ready to Move,2008,3,3,6,2,156.02422374874044
Tamil Nadu,Gurgaon,Locality_35,Apartment,2,4721.0,Unfurnished,16.0,38,No,Basic,North-East,Builder,Under Construction,1994,9,3,5,0,738.6181966142968
Tamil Nadu,Mumbai,Locality_40,Independent House,4,2225.0,Fully Furnished,35.0,38,Yes,Basic,West,Agent,Under Construction,2016,4,1,8,1,514.9641759235672
Haryana,Pune,Locality_14,Villa,3,1612.0,Fully Furnished,17.0,40,Yes,Premium,South,Builder,Ready to Move,2002,3,2,6,2,271.19308205890883
Telangana,Pune,Locality_33,Apartment,1,3175.0,Fully Furnished,9.0,39,No,Basic,North-East,Agent,Under Construction,2021,0,4,4,1,410.43425894644196
Maharashtra,Pune,Locality_14,Villa,3,1780.0,Unfurnished,35.0,35,Yes,Basic,North,Builder,Ready to Move,2020,6,0,2,0,305.0788150308339
Maharashtra,New Delhi,Locality_34,Independent House,1,1732.0,Semi-Furnished,29.0,32,No,Basic,West,Owner,Under Construction,1991,9,3,8,0,311.4321502708761
